"label","cleaned_text"
"fraud","thank you, winner notified by sms. good luck! no future marketing reply stop to 84122 customer services 08450542832"
"normal","babe ? i lost you ... :-("
"normal","ok... help me ask if she is working or  not?"
"normal","i am not driving... raining! then i will get caught at e mrt station lor."
"normal","not a drop in the tank"
"normal","(that said can you text him one more time?)"
"normal","sorry, i will call later"
"normal","ok i go change also..."
"fraud","1000's of girls many local to you who are virgins to this & are ready to for flil your every sexual need. can you forefil theirs? text cute to 69911(£1.50p. m)"
"normal","did you find a sitter for kaitlyn? i was sick and slept all day yesterday."
"normal","sorry man, accidentally left my phone on silent last night and did not check it till i got up"
"normal","hey.. something came up last min.. think i would be signing up tommarow.. hee"
"normal","he is an adult and would learn from the experience. there is no real danger. i just do not like peeps using drugs they do not need. but no comment"
"normal","hey! there is veggie pizza... :/"
"normal","yun buying... but school got offer 2000 plus only..."
"normal","you sure your neighbors did not pick it up"
"normal","ok. i will sent it again"
"normal","haha yeah i see that now, be there in a second"
"normal","i am not having her number sir"
"normal","lol now i am after that hot air balloon!"
"normal","ok . . now i am in bus. . if i come soon i will come otherwise tomorrow"
"normal","messages are not time pass.they silently say that i am thinking of you right now and also making you think of me at least for a moment. gd nt.swt drms @shesil"
"normal","yeah, we can probably swing by once my roommate finishes up with his girl"
"normal","happy new years melody!"
"normal","you do not need to pick your girlfriend?"
"normal","yay! you better not have told that to 5 other girls either."
"normal","horrible you eat macs eat until you forgot about me already rite... you take so long 2 reply. i thk it is more toot than before so b prepared. now wat shall i eat?"
"normal","did he say how fantastic i am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think i would be the first person 2 die from n v q? "
"normal","just now i came to hme da.."
"normal","i am outside islands, head towards hard rock and you will run into me"
"normal","to day class is there are no class."
"normal","i am in chennai velachery:)"
"normal","you flippin your shit yet?"
"normal","ok give me a second, breaking a  &lt;#&gt;  at cstore"
"normal","am i that much bad to avoid like this?"
"normal","yo, you around? just got my car back"
"normal","annoying is not it."
"normal","goodmorning, today i am late for  &lt;#&gt; min."
"normal","there is no point hangin on to mr not right if he is not makin you happy"
"normal","all will come alive.better correct any good looking figure there itself.."
"normal","in that case i guess i will see you at campus lodge"
"normal","we are done..."
"normal","come to my home for one last time i will not do anything. trust me."
"normal","i was up all night too worrying about this appt. it is a shame we missed a girls night out with quizzes popcorn and you doing my hair."
"fraud","sex up your mobile with a free sexy pic of jordan! just text babe to 88600. then every wk get a sexy celeb! pocketbabe.co.uk 4 more pics. 16 £3/wk 087016248"
"normal","ok... c you..."
"fraud","you have 1 new voicemail. please call 08719181503"
"normal","what he said is not the matter. my mind saying some other matter is there."
"normal","he also knows about lunch menu only da. . i know"
"normal","al he does is moan at me if n e thin goes wrong its my fault&al de arguments are my fault&fed up of him of himso y bother? hav 2go, thanx.xx"
"normal","neft transaction with reference number  &lt;#&gt;  for rs. &lt;decimal&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;time&gt; : &lt;#&gt;"
"normal","otherwise had part time job na-tuition.."
"normal","i know she called me"
"normal","me also da, i feel yesterday night  wait til 2day night dear."
"normal","thanks for understanding. i have been trying to tell sura that."
"fraud","win a year supply of cds 4 a store of your choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3"
"normal","the whole car appreciated the last two! dad and are having a map reading semi argument but apart from that things are going ok. p."
"fraud","as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/message, exp. 30apr"
"normal","i need you to be in my strong arms..."
"normal","also maaaan are you missing out"
"normal","his birthday real is in april ."
"normal","guessin you are not going to be here before 9?"
"normal","ok then i will come to your home after half an hour"
"normal","yo, the game almost over? want to go to walmart soon"
"normal","yeah, probably but not sure. ilol let you know, but personally i wuldnt bother, then again if your goin to then i mite as well!!"
"normal","i will text now! all creepy like so he will not think that we forgot"
"normal","that would be good … i will phone you tomo lunchtime, shall i, to organise something?"
"fraud","you have 1 new voicemail. please call 08719181513."
"normal","damn, can you make it tonight or do you want to just wait til tomorrow"
"normal","k..k..i am also fine:)when will you complete the course?"
"normal","true. it is passable. and if you get a high score and apply for phd, you get 5years of salary. so it makes life easier."
"fraud","no. 1 nokia tone 4 your mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and tell your friends. 150p/tone. 16 reply hl 4info"
"normal","prakesh is there know."
"normal","teach me apps da. when you come to college."
"normal","rofl betta invest in some  anti aging products"
"fraud","you are a winner you have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810"
"normal","sir, you will receive the account no another 1hr time. sorry for the delay."
"fraud","reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p"
"normal","so ü will be submitting da project tomorrow rite?"
"fraud","free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020."
"normal","jus ans me lar. you will noe later."
"normal","i want to send something that can sell fast.  &lt;#&gt; k is not easy money."
"normal","have got * few things to do. may be in * pub later."
"normal","1's finish meeting call me."
"normal","lol ok. i will snatch her purse too."
"normal","hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"
"normal","your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple please reply.."
"normal","how much are we getting?"
"normal","is your paper in e morn or aft tomorrow?"
"normal","dear relieved of westonzoyland, all going to plan this end too!"
"normal","hope you are having a great new semester. do wish you the very best. you are made for greatness."
"normal","oh yes i can speak txt 2 you no! hmm. did you get  email?"
"normal","i want to show you the world, princess :) how about europe?"
"normal","nobody can decide where to eat and dad wants chinese"
"normal","no shoot me. i am in the docs waiting room. :/"
"normal","now? i am going out 4 dinner soon.."
"normal","hello which the site to download songs its urgent please"
"normal","i do know what you mean,  is the king of not havin credit! i am goin2bed now. night night sweet! only1more sleep! "
"normal","horrible gal. me in sch doing some stuff. how come you got mc?"
"normal","i call you later, do not have network. if urgnt, sms me."
"normal","ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear"
"fraud","please call 08712402779 immediately as there is an urgent message waiting for you"
"normal","yeah like if it goes like it did with my friends i am going to flip my shit in like half an hour"
"normal","mum say we wan to go then go... then she can shun bian watch da glass exhibition... "
"normal","what your plan for pongal?"
"normal","just wait till end of march when el nino gets himself. oh."
"normal","not yet chikku..going to room nw, i am in bus.."
"normal","am also doing in cbe only. but have to pay."
"normal","honey boo i am missing you."
"normal","we have sent jd for customer service cum accounts executive to your mail id, for details contact us"
"normal","yo, i am at my parents' gettin cash. good news: we picked up a downstem"
"normal","thank you so much. when we skyped wit kz and sura, we did not get the pleasure of your company. hope you are good. we have given you ultimatum oh! we are countin down to aburo. enjoy!"
"normal","ok. no wahala. just remember that a friend in need ..."
"normal","i will see in half an hour"
"normal","i am in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
"normal","hey sorry i didntgive you a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a love jenxxx."
"normal","seriously. tell her those exact words right now."
"normal","tee hee. off to lecture, cheery bye bye."
"normal","sorry chikku, my cell got some problem thts y i was nt able to reply you or message you.."
"normal","if you still have not collected the dough please let me know so i can go to the place i sent it to get the control number"
"normal","ok..."
"normal","let me know how to contact you. i have you settled in a room. let us know you are ok."
"normal","wot you up 2 you weirdo?"
"normal","can do lor..."
"normal","do not put your phone on silent mode ok"
"normal","can i meet ü at 5.. as 4 where depends on where ü wan 2 in lor.."
"normal","waiting 4 my tv show 2 start lor... you leh still busy doing your report?"
"normal","oh ho. is this the first time you use these type of words"
"normal","am i the only one who does not stalk profiles?"
"normal","ever green quote ever told by jerry in cartoon ""a person who irritates you always is the one who loves you vry much but fails to express it...!..!! :-) :-) gud nyt"
"normal","yes i thought so. thanks."
"normal","but if she.s drinkin i am ok."
"normal","just wondering, the others just took off"
"normal","night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng"
"normal","what do you do, my dog ? must i always wait till the end of your day to have word from you ? did you run out of time on your cell already?"
"normal","happy new year to you too!"
"normal","hey...great deal...farm tour 9am to 5pm $95/pax, $50 deposit by 16 may"
"normal","eat jap done oso aft your lect wat... ü got lect at 12 rite... "
"normal","hey babe! i saw you came online for a second and then you disappeared, what happened ?"
"normal","da my birthdate in certificate is in april but real date is today. but do not publish it. i shall give you a special treat if you keep the secret. any way thanks for the wishes"
"normal","happy birthday... may all your dreams come true..."
"normal","aiyah you did ok already lar. e nydc at wheellock?"
"normal","tell her i said eat shit."
"normal","sure! i am driving but will reach my destination soon."
"normal","k so am i, how much for an 8th? fifty?"
"normal","your daily text from me – a favour this time"
"normal","great to hear you are settling well. so what is happenin wit ola?"
"normal","those cocksuckers. if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one"
"normal","i tot you reach liao. he said t-shirt."
"normal","fran i decided 2 go n e way i am completely broke an knackered i got up bout 3 c you 2mrw love janx p.s this is my dads fone, -no credit"
"normal","i cannot pick the phone right now. please send a message"
"normal","your right! i will make the appointment right now."
"normal","designation is software developer and may be she get chennai:)"
"normal","i jokin oni lar.. ü busy then i wun disturb ü."
"normal","ok, be careful ! do not text and drive !"
"normal","i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it."
"normal","you are too much close to my heart. if you go away i will be shattered. please stay with me."
"normal","i love you 2 babe! are you sure everything is alrite. is he being an idiot? txt bak girlie"
"normal","how about making some of the pics bigger?"
"normal","got but got 2 colours lor. one colour is quite light n e other is darker lor. actually i am done she is styling my hair now."
"normal","whenevr your sad, whenevr your gray, remembr i am here 2 listn 2 watevr you want to say, jus walk wid me a little while,&amp; i promise i will bring back your smile.:-)"
"normal","why nothing. ok anyway give me treat"
"normal","ok..."
"normal","correct. so how was work today"
"normal","just sent again. do you scream and moan in bed, princess?"
"normal","i wake up long ago already... do not know, what other thing?"
"normal","oh just getting even with you.... you?"
"normal","i thk 50 shd be ok he said plus minus 10.. did ü leave a line in between paragraphs?"
"normal","can you call me please. your number shows out of coveragd area. i have urgnt call in vasai &amp; have to reach before 4'o clock so call me please"
"normal","yeah jay's sort of a fucking retard"
"normal","sorry, was in the bathroom, sup"
"normal","my exam is for february 4. wish you a great day."
"normal","i do not know what to do to come out of this so only am ask questions like this do not mistake me."
"normal","aight no rush, i will ask jay"
"normal","good morning please call me sir"
"normal","it is ok lar. you sleep early too... nite..."
"normal","then she buying today? ü no need to c meh..."
"normal","aight sorry i take ten years to shower. what is the plan?"
"normal","every monday..nxt week vl be completing.."
"normal","might ax well i am there."
"normal","just chill for another 6hrs. if you could sleep the pain is not a surgical emergency so see how it unfolds. okay"
"normal","yeah i will try to scrounge something up"
"normal","crazy ar he is married. ü like gd looking guys not me. my frens like say he is korean leona's fave but i dun thk he is. aft some thinking mayb most prob i will go."
"normal","were somewhere on fredericksburg"
"normal","que pases un buen tiempo or something like that"
"normal","is it ok if i stay the night here? xavier has a sleeping bag and i am getting tired"
"normal","she does not need any test."
"normal","nothing much, chillin at home. any super bowl plan?"
"normal","bugis oso near wat... "
"normal","yo there is no class tomorrow right?"
"normal","let your heart be your compass your mind your map your soul your guide and you will never loose in world....gnun - sent via way2sms.com"
"normal","goodnight, sleep well da please take care pa. please."
"normal","baaaaabe! i misss youuuuu ! where are you ? i have to go and teach my class at 5 ..."
"normal","convey my regards to him"
"normal","what does the dance river do?"
"normal","yetunde, i am sorry but moji and i seem too busy to be able to go shopping. can you just please find some other way to get what you wanted us to get. please forgive me. you can reply free via yahoo messenger."
"normal","hey i will be really pretty late... you want to go for the lesson first? i will join you. i am only reaching tp mrt"
"fraud","hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870..k"
"normal","bbq this sat at mine from 6ish. your welcome 2 come"
"normal","i do not know, same thing that is wrong everyso often, he panicks starts goin on bout not bein good enough …"
"normal","alright. i am out--have a good night!"
"normal","did you try making another butt."
"normal","hope you are feeling great. please fill me in. abiola"
"normal","i though we shd go out n have some fun so bar in town or something – sound ok?"
"normal","1) go to write message 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove your hand.. its interesting..:)"
"fraud","bears pic nick, and tom, pete and ... dick. in fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
"fraud","500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction"
"normal","we are finally ready fyi"
"normal","auntie huai juan never pick up her phone"
"fraud","double mins & double txt & 1/2 price linerental on latest orange bluetooth mobiles. call mobileupd8 for the very latest offers. 08000839402 or call2optout/lf56"
"normal","you tel, wats your problem.."
"fraud","no. 1 nokia tone 4 your mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and tell your friends. 150p/tone. 16 reply hl 4info"
"normal","i dnt wnt to tlk wid you"
"normal","we spend our days waiting for the ideal path to appear in front of us.. but what we forget is.. ""paths are made by walking.. not by waiting.."" goodnight!"
"normal","its ok my arm is feeling weak because i got a shot so we can go another time"
"normal","please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle .."
"normal","storming message: wen you lift d phne, you say ""hello"" do you knw wt is d real meaning of hello?? . . . it is d name of a girl..! . . . yes.. and you knw who is dat girl?? ""margaret hello"" she is d girlfrnd f grahmbell who invnted telphone... . . . . moral:one can 4get d name of a person, bt not his girlfrnd... g o o d n i g h t . . .@"
"normal","that is ok. i popped in to ask bout something and she said you would been in. are you around tonght wen this girl comes?"
"normal","all e best 4 your exam later."
"normal","hope your head does not hurt 2 much ! am ploughing my way through a pile of ironing ! staying in with a chinky tonight come round if you like."
"normal","oh k.i think most of wi and nz players unsold."
"normal","haha... where got so fast lose weight, thk muz go 4 a month den got effect... gee,later we go aust put bk e weight."
"normal","i wonder how you got online, my love ? had you gone to the net cafe ? did you get your phone recharged ? were you on a friends net ? i think of you, boytoy"
"normal","haha just kidding, papa needs drugs"
"normal","thk shld b can... you, i wana go 4 lessons... haha, can go for one whole stretch..."
"normal","oh ok.."
"normal","are we still meeting 4 dinner tonight?"
"normal","that is cool! i am a gentleman and will treat you with dignity and respect."
"normal","shall i start from hear."
"normal","then we wait 4 you lor... no need 2 feel bad lar..."
"normal","no did you check? i got his detailed message now"
"normal","you have registered sinco as payee. log in at icicibank.com and enter urn  &lt;#&gt;  to confirm. beware of frauds. do not share or disclose urn to anyone."
"normal","no, i decided that only people who care about stuff vote and caring about stuff is for losers"
"normal","kaiez... enjoy your tuition... gee... thk e second option sounds beta... i will go yan jiu den message you..."
"normal","you have registered sinco as payee. log in at icicibank.com and enter urn  &lt;#&gt;  to confirm. beware of frauds. do not share or disclose urn to anyone."
"normal","cool. we will have fun practicing making babies!"
"normal","actually getting ready to leave the house."
"normal","then we got to do it after that"
"normal","i have got ten bucks, jay is being noncomittal"
"normal","where at were hungry too"
"normal","please speak to that customer machan."
"normal","somewhere out there beneath the pale moon light someone think in of you some where out there where dreams come true... goodnite &amp; sweet dreams"
"normal","wen your lovable bcums angry wid you, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n love!.. kettoda manda... have nice day da."
"normal","so wats your opinion about him and how about is character?"
"normal","jay is snickering and tells me that x is totally fucking up the chords as we speak"
"normal","no..few hours before.went to hair cut ."
"normal","no wonder... cos i dun rem seeing a silver car... but i thk i saw a black one..."
"normal","lmao. take a pic and send it to me."
"normal","speak only when you feel your words are better than the silence... gud mrng:-)"
"normal","no. she is currently in scotland for that."
"normal","do you work all this week ?"
"fraud","congratulations your awarded either £500 of cd gift vouchers & free entry 2 our £100 weekly draw txt music to 87066 tncs www.ldew.com 1 win150ppmx3age16"
"normal","lol great now i am getting hungry."
"normal","yes.. now only saw your message.."
"normal","i will be at mu in like  &lt;#&gt;  seconds"
"normal","ok..."
"normal","thing are good thanx got exams in march i have done no revision? is fran still with boyf? i have got to interviw 4 exeter bit worried!x"
"normal","tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, i will come upes!"
"normal","do not look back at the building because you have no coat and i do not want you to get more sick. just hurry home and wear a coat to the gym!!!"
"normal","my painful personal thought- ""i always try to keep everybody happy all the time. but nobody recognises me when i am alone"""
"normal","thanks for ve lovely wisheds. you rock"
"normal","you intrepid duo you! have a great time and see you both soon. "
"normal","i asked sen to come chennai and search for job."
"normal","dad went out oredi... "
"normal","i jus hope its true that  missin me cos i am really missin him! you have not done anything to feel guilty about, yet."
"normal","wat so late still early mah. or we juz go 4 dinner lor. aiya i do not know..."
"normal","arms fine, how is cardiff and uni? "
"normal","in fact when do you leave? i think addie goes back to school tues or wed"
"normal","cool breeze... bright sun... fresh flower... twittering birds... all these waiting to wish you: ""goodmorning &amp; have a nice day"" :)"
"normal","you:)going for restaurant.."
"normal","its ok., i just asked did you know that no?"
"normal","those ducking chinchillas"
"normal","i am in a marriage function"
"normal","looks like you wil b getting a headstart i am leaving here bout 2.30ish but if you are desperate for my company i could head in earlier-we were goin to meet in rummer."
"normal","don‘t give a flying monkeys wot they think and i certainly don‘t mind. any friend of mine and all that!"
"fraud","as a registered optin subscriber your draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 what is no1 in the bbc charts"
"normal","say thanks2. "
"normal","message me when rajini comes."
"normal","you! when are ü taking ure practical lessons? i start in june..  "
"normal","that is good, because i need drugs"
"normal","stupid.its not possible"
"normal","can ü all decide faster cos my sis going home liao.."
"normal","you sleeping now.. or you going to take? haha.. i got spys wat.. me online checking n replying mails lor.."
"fraud","claire here am havin borin time & am now alone you want to cum over 2nite? chat now 09099725823 hope 2 c you love claire xx calls£1/minmoremobsemspobox45po139wa"
"normal","fighting with the world is easy, you either win or lose bt fightng with some1 who is close to you is dificult if you lose - you lose if you win - you still lose."
"fraud","bought one ringtone and now getting texts costing 3 pound offering more tones etc"
"normal","yalru lyfu astne chikku.. bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-d"
"normal","kind of. first one gets in at twelve! aah. speak tomo"
"fraud","09066362231 urgent! your mobile no 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362231 as soon as possible!"
"normal","ok good then i later come find ü... c lucky i told ü to go earlier... later pple take finish ü no more again..."
"normal","wat makes you thk i will fall down. but actually i thk i am quite prone 2 falls. lucky my dad at home i ask him come n fetch me already."
"fraud","you 07801543489 are guaranteed the latests nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word:collect to no:83355! tc-llc ny-usa 150p/mt msgrcvd18+"
"normal","your account has been refilled successfully by inr  &lt;decimal&gt; . your keralacircle prepaid account balance is rs  &lt;decimal&gt; . your transaction id is kr &lt;#&gt; ."
"normal","i will not touch you with out your permission."
"fraud","hi its lucy hubby at meetins all day fri & i will b alone at hotel you fancy cumin over? please leave message 2day 09099726395 lucy x calls£1/minmobsmorelkpobox177hp51fl"
"normal","7 wonders in my world 7th you 6th your style 5th your smile 4th your personality 3rd your nature 2nd your sms and 1st ""your lovely friendship""... good morning dear"
"normal","take some small dose tablet for fever"
"normal","oh. you must have taken your real valentine out shopping first."
"normal","just sent you an email – to an address with incomm in it, is that right?"
"normal","will do, you going to be at blake's all night? i might be able to get out of here a little early"
"normal","friendship is not a game to play, it is not a word to say, it doesn\'t start on march and ends on may, it is tomorrow, yesterday, today and e"
"normal","nice. wait...should you be texting right now? i am not going to pay your ticket, you know!"
"normal","i am watching lotr w my sis dis aft. so you wan 2 meet me 4 dinner at nite a not?"
"normal","why you keeping me away like this"
"normal","i think its far more than that but find out. check google maps for a place from your dorm."
"normal","my trip was ok but quite tiring lor. uni starts today but it is ok 4 me cos i am not taking any modules but jus concentrating on my final your project."
"normal","have you always been saying welp?"
"normal","i am a guy, browsin is compulsory"
"normal","ok..."
"normal","purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu"
"normal","sorry, i will call later"
"normal","(i should add that i do not really care and if you cannot i can at least get this dude to fuck off but hey, your money if you want it)"
"normal","hello lover! how goes that new job? are you there now? are you happy? do you think of me? i wake, my slave and send you a teasing kiss from across the sea"
"normal","i told your number to gautham.."
"normal","tell them no need to investigate about me anywhere."
"normal","ok i juz receive.."
"normal","cannot believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! have a beautiful morning. see you in the library later."
"fraud","your account has been credited with 500 free text messages. to activate, just txt the word: credit to no: 80488 t&cs www.80488.biz"
"normal","in the end she might still vomit but its okay. not everything will come out."
"normal","how are you with money...as in to you...money are not a thing....how are you sha!"
"normal","it has everything to do with the weather. keep extra warm. its a cold but nothing serious. please lots of vitamin c"
"normal","hey gals.. anyone of you going down to e driving centre tomorrow?"
"normal","i am always on yahoo messenger now. just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. and will reply."
"normal","i am putting it on now. it should be ready for  &lt;time&gt; "
"normal","time n smile are the two crucial things in our life. sometimes time makes us to forget smile, and sometimes someone is smile makes us to forget time gud noon"
"fraud","sms. ac jsco: energy is high, but you may not know where 2channel it. 2day your leadership skills are strong. psychic? reply ans w/question. end? reply end jsco"
"normal","host-based idps for linux systems."
"fraud","hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call"
"normal","don no da:)what is you plan?"
"normal","ill be there on  &lt;#&gt;  ok."
"normal","oh my god. i am almost home"
"normal","total video converter free download type this in google search:)"
"fraud","thanks for the vote. now sing along with the stars with karaoke on your mobile. for a free link just reply with sing now."
"normal","wen your lovable bcums angry wid you, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n love!.. kettoda manda... have nice day da."
"normal","sounds like something that someone testing me would sayy"
"normal","when you love someone do not make them to love you as much as you do. but love them so much that they do not want to be loved by anyone except you... gud nit."
"normal","pete,is this your phone still? its jenny from college and leanne.what are you up to now?:)"
"normal","oops sorry. just to check that you do not mind picking me up tomo at half eight from station. would that be ok?"
"normal","hey sweet, i was wondering when you had a moment if you might come to me ? i want to send a file to someone but it will not go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? could you tell me how to do that ? or do you know some other way to download big files ? because they can download stuff directly from the internet. any help would be great, my prey ... *teasing kiss*"
"normal","how is the champ just leaving glasgow!"
"normal","k:)all the best:)congrats..."
"normal","i wonder if you will get this text?"
"normal","i need to come home and give you some good lovin..."
"fraud","our brand new mobile music service is now live. the free music player will arrive shortly. just install on your phone to browse content from the top artists."
"normal","shall i ask one thing if you do not mistake me."
"normal","check wid corect speling i.e. sarcasm"
"fraud","urgent! your mobile no was awarded a £2,000 bonus caller prize on 1/08/03! this is our 2nd attempt to contact you! call 0871-4719-523 box95qu bt national rate"
"normal","are you angry with me. what happen dear"
"normal","i thk you dun haf 2 hint in e forum already lor... cos i told ron n darren is going 2 tell shuhui."
"normal","yup ok thanx..."
"normal","hi:)cts employee how are you?"
"normal","i have been thinking about it for a while, but have not concretized anything so far."
"normal","what have you been thinking, if you can share?"
"normal","well, i have been thinking of switching to an industry that has at least few decades of growth left."
"normal","no, not this one. can we get a table by the window, please?"
"normal","sure. that one is unreserved."
"normal","would you like plain water or bottled water?"
"normal","bottled water, please."
"normal","here is your water, sir. and here is the menu."
"normal","would you like something to start?"
"normal","can we have two sweet corn soups with some garlic bread and vegetable platter for starters?"
"normal","here are your starters. do you have any ‘special of the day’ or like at this place?"
"normal","no sir, we do not have ‘special of the day’ here."
"normal","please make it medium-spicy and less greasy."
"normal","enjoy your meal."
"normal","can we get an additional serving of onions and pickle?"
"normal","i have a great tension about our new book of communicative english. "
"normal","why? what is happened?"
"normal","most of the lessons of the book are totally unknown and i do not understand about the system of book."
"normal","do not be upset. i think the book is based on our practical knowledge. it supports us to be creative. you know most of the students of our country like to cram and it is so much harmful for them but they do not realize it. to avoid their cramming, the govt. has introduced the process. "
"normal","yeah, i see. how can i continue my study?"
"normal","you have to avoid cramming and try to read anything with great care. then you can think about the topic and try to express your feeling about that. i think now it will be easier for you"
"normal","i want to borrow some books."
"normal","you cannot borrow some books. you can borrow only one book at a time. "
"normal","what are the newspapers available here? "
"normal","one more clarification sir, shall i ask you? "
"normal","alright take the book. "
"normal","i want a good watch for a gift."
"normal","ladies or gents? what type do you want?"
"normal","do you have any warranty for this watch?"
"normal","eight hundred and eighty taka only."
"normal","what is the price?"
"normal","but i want a cheaper one. do not you have one?"
"normal","that is too much."
"normal","not at all."
"normal","why not? look at this side. these are japanese."
"normal","all these in this row have the same price and it is two hundred taka each."
"normal","do not worry. these have originally come from japan."
"normal","all right, pack this one."
"normal","what is the smell coming out from your mouth?"
"normal","nothing. it is the smell of smoking."
"normal","yes, cancer. smoking causes many other diseases. it also affects our lunge."
"normal","it is high time you gave up smoking."
"normal","thank you very much for you valuable advice."
"normal","but smoking makes people smart."
"normal","it is a false notion. people hate smokers. besides, smoking the beginning of drug addiction."
"normal","i did not think like you."
"normal","of course. i will not smoke further."
"normal","bye. see you later."
"normal","yeah! the life is the name of change. you have also grown into a decent personality."
"normal","hello, i guess you are a new comer."
"normal","i am glad to meet you. how are you?"
"normal","may i discuss with you about our personal matters?"
"normal","i have no any personal problem. i am thinking about the academic and social responsibilities of students."
"normal","good thinking. nowadays it has been common to break the college rules by most of the students."
"normal","you are right. most of them have no idea about the responsibilities for college and for society."
"normal","they are busy with wrong activities. they come to the college to spend the time. it is really a sorrowful matter."
"normal","right! to establish a peaceful society is their responsibility. they can also extend their helping hand to make the environment clean."
"normal","planning to start a new business."
"normal","oh really? that is great. what is your plan? can you share it with me?"
"normal","of course i can. actually, i was planning to import some vehicle products from india."
"normal","that is huge. so have you decided what product you are going to bring?"
"normal","yes, in the beginning, i am going to bring 1000 car tires."
"normal","that must need a decent amount of investment?"
"normal","actually i have done a deal with a trading company and they are going to bring the product for me."
"normal","have they been agreed to take a product from you?"
"normal","so are you excited about the upcoming holiday?"
"normal","yes, i am so excited. i cannot wait 7 days for durga puja. i am sure this year; will be so much fun."
"normal","yeah, i think so. so have you done your shopping for the pooja?"
"normal","almost done, i just need to buy some clothes for my parents. i have got my own two days ago. what about you?"
"normal","i am going shopping today with my mom and sister. what have you bought for yourself?"
"normal","yes, because we need to buy a lot more things for the celebration. i loved the shopping and i am sure you will love too."
"normal","not actually, i am going to spend this puja with my family here in kolkata. i am sure that will be so much fun. you are invited to my house in the puja. i hope you will come."
"normal","okay, see you there. bye."
"normal","hi! i have no information as such."
"normal","would you mind telling me about it."
"normal","yeah, sure!"
"normal","this friday there is a meeting wherein we are asked to deliver a presentation."
"normal","what precisely do we need to present?"
"normal","we need to discuss the challenges that we face in our everyday work and the steps we take to resolve those issues."
"normal","are we only supposed to discuss the problems with the solutions?"
"normal","oh, no! there would be an open discussion post-presentation where you can discuss other things as well."
"normal","now, that sounds music to my ears."
"normal","it seems you have been looking for this opportunity for a coon’s age."
"normal","you got me right."
"normal","anyway! i need to prepare for the same."
"normal","sure thing! thanks a heap."
"normal","it is been really long we guys have not gone anywhere."
"normal","so dad let us plan something for this summer."
"normal","father let us go to goa?"
"normal","no, no, no, we are not going to goa. we will go to an idyllic and tranquil place where we can relax and find peace."
"normal","mom really? you are seeking peace. we can get enough peace sitting at our home too. dad let us go to some happening place where we can actually have fun and frolic."
"normal","let us go to some adventure place. where we can do paragliding, sky diving and lot more."
"normal","ha ha you are going to do skydiving? ohhh please!"
"normal","ok, let us go to dharamshala. it offers serene milieu, mesmerizing locales, and we all can have an ace time."
